Tanggal,Teks_Ulasan,Rating,Teks_Bersih,Teks_Stopword,Teks_Stemming
2026-05-14 00:09:59,"dikit dikit udate dikit dikit update., apalah.., balikin ke tencent aja kalo cuma mau makan untung dari update data per player, pantes jarang yg mau balik player lamanya, daripada update buat event gajelas, mending di update yg hampir mendekati arma revorger malah seru kaua real",2,dikit dikit udate dikit dikit update apalah balikin ke tencent aja kalo cuma mau makan untung dari update data per player pantes jarang yg mau balik player lamanya daripada update buat event gajelas mending di update yg hampir mendekati arma revorger malah seru kaua real,dikit dikit udate dikit dikit update apalah balikin tencent makan untung update data player pantes jarang player update event gajelas mending update mendekati arma revorger seru kaua real,dikit dikit udate dikit dikit update apa balikin tencent makan untung update data player pantes jarang player update event gajelas mending update dekat arma revorger seru kaua real
2026-05-14 00:06:21,"alasan saya pensi pubg karna game nya terlalu berat dan fps tidak stabil di hp ram 8 tolong dong developer untuk downgrade grafik dan fps ditingkatkan lagi, biar semua hp dibawah ram 6 bisa memainkan gamenya dengan nyaman.",1,alasan saya pensi pubg karna game nya terlalu berat dan fps tidak stabil di hp ram tolong dong developer untuk downgrade grafik dan fps ditingkatkan lagi biar semua hp dibawah ram bisa memainkan gamenya dengan nyaman,alasan pensi karna berat fps stabil hp ram tolong developer downgrade grafik fps ditingkatkan hp dibawah ram memainkan gamenya nyaman,alas pensi karna berat fps stabil hp ram tolong developer downgrade grafik fps tingkat hp bawah ram main gamenya nyaman
2026-05-13 23:50:39,HAPUS GRIDING LA,1,hapus griding la,hapus griding la,hapus griding la
2026-05-13 23:44:37,Obb servis telek,1,obb servis telek,obb servis telek,obb servis telek
2026-05-13 23:40:23,cocok buat anak muda maen game pugb,5,cocok buat anak muda maen game pugb,cocok anak muda maen pugb,cocok anak muda maen pugb
2026-05-13 23:39:18,jujur game ini sangat seru!,5,jujur game ini sangat seru,jujur seru,jujur seru
2026-05-13 23:19:42,"min mau ngasih tau ini knp yh setiap main sama tim² lain salah satu yh tuh sering kena bug GK bisa Rivev tim sendiri, gw juga pernah kena bug gara² itu jadi disalahin tim sendiri karna GK mau Rivev pdhl GK ad tanda Rivev ini gw sengaja ulasan bintang 5 agar bisa di lihat oky",5,min mau ngasih tau ini knp yh setiap main sama tim lain salah satu yh tuh sering kena bug gk bisa rivev tim sendiri gw juga pernah kena bug gara itu jadi disalahin tim sendiri karna gk mau rivev pdhl gk ad tanda rivev ini gw sengaja ulasan bintang agar bisa di lihat oky,min ngasih tau knp yh main tim salah yh tuh kena bug gk rivev tim kena bug gara disalahin tim karna gk rivev pdhl gk ad tanda rivev sengaja ulasan bintang lihat oky,min ngasih tau knp yh main tim salah yh tuh kena bug gk rivev tim kena bug gara disalahin tim karna gk rivev pdhl gk ad tanda rivev sengaja ulas bintang lihat oky
2026-05-13 23:11:07,game Ida 😜🤙,5,game ida,ida,ida
2026-05-13 23:09:14,Gokilll🤙🤙,5,gokilll,gokilll,gokilll
2026-05-13 23:02:31,"tidak usahlah kasih kasih peringatan login selama berapa jam, atau berapa hari. enak enak main tiba tiba loh out. tolonglah, jangan sperti itu",1,tidak usahlah kasih kasih peringatan login selama berapa jam atau berapa hari enak enak main tiba tiba loh out tolonglah jangan sperti itu,usahlah kasih kasih peringatan login jam enak enak main loh out tolonglah sperti,usah kasih kasih ingat login jam enak enak main loh out tolong sperti
2026-05-13 22:52:29,👍💯,5,,,
2026-05-13 22:41:25,lama2 gak genah pubg,3,lama gak genah pubg,genah,genah
2026-05-13 22:39:47,sekarang main pubg main bug nya,5,sekarang main pubg main bug nya,main main bug,main main bug
2026-05-13 22:39:22,"baru update, selesai sampai 100%,pas buka playstore lagi ko harus update ulang?? kenapa yaa, maaf rating 3",3,baru update selesai sampai pas buka playstore lagi ko harus update ulang kenapa yaa maaf rating,update selesai buka playstore ko update ulang yaa maaf rating,update selesai buka playstore ko update ulang yaa maaf rating
2026-05-13 22:29:20,game ini ramah untuk anak anak kalau ada yang menghina berkata kasar atau mengejek kalian tinggal riport ya oke kawan kawan,5,game ini ramah untuk anak anak kalau ada yang menghina berkata kasar atau mengejek kalian tinggal riport ya oke kawan kawan,ramah anak anak menghina kasar mengejek tinggal riport oke kawan kawan,ramah anak anak hina kasar ejek tinggal riport oke kawan kawan
2026-05-13 22:26:59,Bug laggi ini event baru gw kaga bisa pake self revive dan revive temen kocak dah,1,bug laggi ini event baru gw kaga bisa pake self revive dan revive temen kocak dah,bug laggi event kaga pake self revive revive temen kocak dah,bug laggi event kaga pake self revive revive temen kocak dah
2026-05-13 22:26:56,"bisa gak pubg di mainkan sesuai rank ,, soalnya saya masih pemula , saya rank platinum tapi musuh nya sudah crwon atau ice,, 🤦🤦",4,bisa gak pubg di mainkan sesuai rank soalnya saya masih pemula saya rank platinum tapi musuh nya sudah crwon atau ice,mainkan sesuai rank pemula rank platinum musuh crwon ice,main sesuai rank mula rank platinum musuh crwon ice
2026-05-13 22:26:40,"crown ke ace jangan dibikin ribet,,saya lebih expek kayak dulu,,ngerti kan maksud saya developer pubg yang budiman yang gak mentingin skin jing",2,crown ke ace jangan dibikin ribetsaya lebih expek kayak dulungerti kan maksud saya developer pubg yang budiman yang gak mentingin skin jing,crown ace dibikin ribetsaya expek dulungerti maksud developer budiman mentingin skin jing,crown ace bikin ribetsaya expek dulungerti maksud developer budiman mentingin skin jing
2026-05-13 22:24:43,game rusak,1,game rusak,rusak,rusak
2026-05-13 22:15:04,sangat mendukung bang,5,sangat mendukung bang,mendukung bang,dukung bang
2026-05-13 22:03:20,bugnya diperbaikin mmk,1,bugnya diperbaikin mmk,bugnya diperbaikin mmk,bugnya diperbaikin mmk
2026-05-13 22:01:59,game puki,1,game puki,puki,puki
2026-05-13 21:58:56,hapus grading.. kalo ga main bareng susah,4,hapus grading kalo ga main bareng susah,hapus grading main bareng susah,hapus grading main bareng susah
2026-05-13 21:52:54,menghibur,5,menghibur,menghibur,hibur
2026-05-13 21:46:20,🤙🤙🤙 bagus,5,bagus,bagus,bagus
2026-05-13 21:34:51,keren,5,keren,keren,keren
2026-05-13 21:26:03,sangat menghibur sekali,5,sangat menghibur sekali,menghibur,hibur
2026-05-13 20:59:14,kurangi jumlah komputer yg ada,4,kurangi jumlah komputer yg ada,kurangi komputer,kurang komputer
2026-05-13 20:54:25,penyimpanan terlalu besar,2,penyimpanan terlalu besar,penyimpanan,simpan
2026-05-13 20:54:06,cinta PUBG selamanya 😝😝😘,5,cinta pubg selamanya,cinta,cinta
2026-05-13 20:49:29,Game favorit😍💕,5,game favorit,favorit,favorit
2026-05-13 20:42:38,Jaringan booss ngebaf trossss,1,jaringan booss ngebaf trossss,jaringan booss ngebaf trossss,jaring booss ngebaf trossss
2026-05-13 20:41:28,i like,5,i like,i like,i like
2026-05-13 20:33:28,bikin kecanduan asv,5,bikin kecanduan asv,kecanduan asv,candu asv
2026-05-13 20:32:20,mantap,5,mantap,mantap,mantap
2026-05-13 20:26:05,padahal udah di update dn disuruh download datanya udah di download dah selesai bru maen 2 kali setelah itu sya keluar dari gmz sya istirahat 3 jam maen setelah itu saya login lgi eh malh di suruh update lgi,1,padahal udah di update dn disuruh download datanya udah di download dah selesai bru maen kali setelah itu sya keluar dari gmz sya istirahat jam maen setelah itu saya login lgi eh malh di suruh update lgi,update dn disuruh download datanya download dah selesai bru maen kali sya gmz sya istirahat jam maen login lgi eh malh suruh update lgi,update dn suruh download data download dah selesai bru maen kali sya gmz sya istirahat jam maen login lgi eh malh suruh update lgi
2026-05-13 20:23:27,pubg mulai pulih seperti dulu thanks,5,pubg mulai pulih seperti dulu thanks,pulih thanks,pulih thanks
2026-05-13 20:20:44,bagus game ini.. jangan apdet trus menerus.. kasian yang kurang mampu hp...,1,bagus game ini jangan apdet trus menerus kasian yang kurang mampu hp,bagus apdet menerus kasian hp,bagus apdet terus kasi hp
2026-05-13 20:15:57,game ini cocok di hp mahal saya .... kalau di hp yg murah pasti GK cocok ya gaes ..👍👍👍👍👍👍👍👍👍,5,game ini cocok di hp mahal saya kalau di hp yg murah pasti gk cocok ya gaes,cocok hp mahal hp murah gk cocok gaes,cocok hp mahal hp murah gk cocok gaes
2026-05-13 20:14:49,memori nya gede😡,1,memori nya gede,memori gede,memori gede
2026-05-13 20:09:18,🥰🥰🥰🥰,5,,,
2026-05-13 20:03:22,"Game bagus sekali saya bermain dari season 2 , ga kayak game sebelah buriq gaada pintu bahaha",5,game bagus sekali saya bermain dari season ga kayak game sebelah buriq gaada pintu bahaha,bagus bermain season sebelah buriq gaada pintu bahaha,bagus main season belah buriq gaada pintu bahaha
2026-05-13 19:59:43,"terlalu sering update dengan jumlah yang besar, mau main suruh update dulu.",1,terlalu sering update dengan jumlah yang besar mau main suruh update dulu,update main suruh update,update main suruh update
2026-05-13 19:55:49,"developer, ini untuk naik ke rank ace dari crown 1 kok susah gini ya sistem nya harus peringkat 15 kebawah berturut-turut. 🗿",4,developer ini untuk naik ke rank ace dari crown kok susah gini ya sistem nya harus peringkat kebawah berturutturut,developer rank ace crown susah gini sistem peringkat kebawah berturutturut,developer rank ace crown susah gin sistem peringkat bawah berturutturut
2026-05-13 19:51:05,jadi bayak teman,2,jadi bayak teman,bayak teman,bayak teman
2026-05-13 19:31:42,"HAPUS SISTEM GRADING!! sistem baru ini menyusahkan banyak pemain yang cuman mau ngejar rank dengan have fun aja,trus matchmaking lama banget,bisa 10 menitan kalau map selain erangel gilakkk",1,hapus sistem grading sistem baru ini menyusahkan banyak pemain yang cuman mau ngejar rank dengan have fun ajatrus matchmaking lama bangetbisa menitan kalau map selain erangel gilakkk,hapus sistem grading sistem menyusahkan pemain cuman ngejar rank have fun ajatrus matchmaking bangetbisa menitan map erangel gilakkk,hapus sistem grading sistem susah main cuman ngejar rank have fun ajatrus matchmaking bangetbisa menit map erangel gilakkk
2026-05-13 19:23:46,gems paporit saya,5,gems paporit saya,gems paporit,gems paporit
2026-05-13 19:22:36,sangat bagus dan enak di mainkan,5,sangat bagus dan enak di mainkan,bagus enak mainkan,bagus enak main
2026-05-13 19:22:08,"Baguslah pokoknya,,,",5,baguslah pokoknya,baguslah pokoknya,bagus pokok
2026-05-13 19:12:47,Semakin seru nih game.,5,semakin seru nih game,seru nih,seru nih
2026-05-13 19:11:48,sudah waktunya pensi. sudah cukup membersamai dr season awal sampai saat ini..,5,sudah waktunya pensi sudah cukup membersamai dr season awal sampai saat ini,pensi membersamai dr season,pensi sama dr season
2026-05-13 19:10:09,kalo boleh ngasih saran ultimate royal buat jadi rank biasa yang ada blue chip seperti pubg pc dan even buat jd mode normal hilangkan rank di mode event,3,kalo boleh ngasih saran ultimate royal buat jadi rank biasa yang ada blue chip seperti pubg pc dan even buat jd mode normal hilangkan rank di mode event,ngasih saran ultimate royal rank blue chip pc even jd mode normal hilangkan rank mode event,ngasih saran ultimate royal rank blue chip pc even jd mode normal hilang rank mode event
2026-05-13 19:04:31,game ini sangat tidak ada sinyal login ke game tolong perbaiki sinyal game ini dan jaringan hub itu hapus saja dan kapan versi 4.4 dan tidak dapat login ke akun CROOTAAAH game pubg mobile selalu ngelag ping turun naik,1,game ini sangat tidak ada sinyal login ke game tolong perbaiki sinyal game ini dan jaringan hub itu hapus saja dan kapan versi dan tidak dapat login ke akun crootaaah game pubg mobile selalu ngelag ping turun naik,sinyal login tolong perbaiki sinyal jaringan hub hapus versi login akun crootaaah mobile ngelag ping turun,sinyal login tolong baik sinyal jaring hub hapus versi login akun crootaaah mobile ngelag ping turun
2026-05-13 19:00:56,belom tau ni abis update,3,belom tau ni abis update,belom tau ni abis update,bom tau ni abis update
2026-05-13 18:56:55,baru comeback sepertinya vakum lagi setelah update malah nglag mungkin perangkatnya jadul untuk helio g99,3,baru comeback sepertinya vakum lagi setelah update malah nglag mungkin perangkatnya jadul untuk helio g,comeback vakum update nglag perangkatnya jadul helio g,comeback vakum update nglag perangkat jadul hio g
2026-05-13 18:43:31,"di update 4.4 ini ngerasa aplikasi nya agak ringan di hp Oppo A9,,makasii bngtt min,dah dibuat ngerasa main lancar kek orang orang,, walaupun bangunan masih bentuk tanah nge gumpal wkwk,, tapi di event 4.4 ini delay bangunan nya cuman sebentar hihii❤️,, semoga kedepannya dikasih keringanan buat perangkat yang pas pasan kek punyaku mwehehe,,Makasii luvv luvvv PUBG MOBILE❤️",5,di update ini ngerasa aplikasi nya agak ringan di hp oppo amakasii bngtt mindah dibuat ngerasa main lancar kek orang orang walaupun bangunan masih bentuk tanah nge gumpal wkwk tapi di event ini delay bangunan nya cuman sebentar hihii semoga kedepannya dikasih keringanan buat perangkat yang pas pasan kek punyaku mwehehemakasii luvv luvvv pubg mobile,update ngerasa aplikasi ringan hp oppo amakasii bngtt mindah ngerasa main lancar kek orang orang bangunan bentuk tanah nge gumpal wkwk event delay bangunan cuman sebentar hihii semoga kedepannya dikasih keringanan perangkat pasan kek punyaku mwehehemakasii luvv luvvv mobile,update ngerasa aplikasi ringan hp oppo amakasii bngtt mindah ngerasa main lancar kek orang orang bangun bentuk tanah nge gumpal wkwk event delay bangun cuman sebentar hihii moga depan kasih ringan perangkat pas kek punya mwehehemakasii luvv luvvv mobile
2026-05-13 18:38:04,ini gimana ya cara nya downloding resources .?,4,ini gimana ya cara nya downloding resources,gimana downloding resources,gimana downloding resources
2026-05-13 18:37:18,bagus game nia,1,bagus game nia,bagus nia,bagus nia
2026-05-13 18:31:04,"update ga ngotak, makin lama makin kacau. game sampah",1,update ga ngotak makin lama makin kacau game sampah,update ngotak kacau sampah,update ngotak kacau sampah
2026-05-13 18:29:48,keren gem nyaa,5,keren gem nyaa,keren gem nyaa,keren gem nyaa
2026-05-13 18:25:43,Best,5,best,best,best
2026-05-13 18:17:58,🥰🥰🥰🥰,5,,,
2026-05-13 18:15:34,Bug Mulu,1,bug mulu,bug mulu,bug mulu
2026-05-13 18:15:32,"buset kenapa habis update ga bisa masuk, ga sekali 2 kali tapi dh sering banget setelah update",5,buset kenapa habis update ga bisa masuk ga sekali kali tapi dh sering banget setelah update,buset habis update masuk kali dh update,buset habis update masuk kali dh update
2026-05-13 18:12:37,Game kontol,5,game kontol,kontol,kontol
2026-05-13 18:03:24,terlalu bergantung pada device,1,terlalu bergantung pada device,bergantung device,gantung device
2026-05-13 18:02:36,sangat cocoknya,5,sangat cocoknya,cocoknya,cocok
2026-05-13 18:02:25,top lah ini gemes,5,top lah ini gemes,top gemes,top gemes
2026-05-13 17:58:06,game nya Sagat bagus tapi untuk fitur donwlod yg tidak diperlukan bisa diperbaiki ngak ya agar tidak mendowlon secara otomatis saat bermain gamenya yg membuat hp sepek android cepat panas mohon agar supaya player android bisa lancar saat bermain,2,game nya sagat bagus tapi untuk fitur donwlod yg tidak diperlukan bisa diperbaiki ngak ya agar tidak mendowlon secara otomatis saat bermain gamenya yg membuat hp sepek android cepat panas mohon agar supaya player android bisa lancar saat bermain,sagat bagus fitur donwlod diperbaiki ngak mendowlon otomatis bermain gamenya hp sepek android cepat panas mohon player android lancar bermain,sagat bagus fitur donwlod baik ngak mendowlon otomatis main gamenya hp pek android cepat panas mohon player android lancar main
